question,reference,prediction,bleu,rouge1,rouge2,rougeL
What is (are) Immune System and Disorders ?,"Your immune system is a complex network of cells, tissues, and organs that work together to defend against germs. It helps your body to recognize these ""foreign"" invaders. Then its job is to keep them out, or if it can't, to find and destroy them.    If your immune system cannot do its job, the results can be serious. Disorders of the immune system include       - Allergy and asthma - immune responses to substances that are usually not harmful    - Immune deficiency diseases - disorders in which the immune system is missing one or more of its parts    - Autoimmune diseases - diseases causing your immune system to attack your own body's cells and tissues by mistake       NIH: National Institute of Allergy and Infectious Diseases","Your immune system helps your body fight infection or disease by producing specialized cells that attack bacteria, viruses, parasites, cancer cells, and other potentially harmful invaders in your bloodstream.
                
Normally, if germs enter through an open wound like a cut or scrape, they can't get into our bloodstreams because we have protective barriers at these sites - skin, mucus membranes inside nose, mouth, vagina, cervix, urethra, anus; digestive tract lining; lymph nodes near wounds which filter out infectious agents.
                
If you don't take care of yourself properly with proper nutrition, enough sleep, relaxation techniques such as meditation, exercise, avoiding toxic substances including tobacco smoke exposure, keeping infections away so antibodies can focus where needed most, then there may be times when",0.01995278850789234,0.2975206611570248,0.05,0.10743801652892561
What are the symptoms of Birdshot chorioretinopathy ?,"What are the signs and symptoms of Birdshot chorioretinopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Birdshot chorioretinopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Chorioretinal abnormality - Posterior uveitis - Retinal pigment epithelial atrophy - Visual impairment - Vitritis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of birdshot retinochoroidopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for birdshot retinochoroidopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of retinal pigmentation 90% Autosomal dominant inheritance - Choriocapillary hyperplasia - Constriction reaction of iris pigment epithelium - Photophobia - Retinal detachment - Visual loss - X-linked recessive inheritance - Yellow spot lesion of macula",0.17210802895390556,0.45697329376854595,0.39999999999999997,0.43323442136498524
What is (are) Prolactinoma ?,"A prolactinoma is a benign noncancerous tumor of the pituitary gland that produces a hormone called prolactin. Prolactinomas are the most common type of pituitary tumor. Symptoms of prolactinoma are caused by hyperprolactinemia --- too much prolactin in the blood --- or by pressure of the tumor on surrounding tissues.
                
Prolactin stimulates the breast to produce milk during pregnancy.  After giving birth, a mothers prolactin levels fall unless she breastfeeds her infant. Each time the baby nurses, prolactin levels rise to maintain milk production.","A prolactinoma is an enlargement or tumor in your pituitary gland, which controls hormone production that affects growth and development as well as other important functions such as metabolism, temperature control, sexual function, reproduction, mood regulation, sleep cycles, memory, learning, thinking abilities, emotions, body movement coordination, hunger-satiety sensations, visual acuity, taste sensation, hearing sense, and blood pressure.
                
Prolactinomas account for 40% of all pituitary tumors; however they only cause symptoms when their size exceeds about one centimeter. Affected people often have elevated levels of human chorionic gonadotropin hormone (HCG), progesterone, estrogen, testosterone, dehydroepiandrosterone sulfate (DHEAS",0.014453685637290423,0.23595505617977527,0.045454545454545456,0.14606741573033707
What is (are) Tyrosinemia type 3 ?,"Tyrosinemia type 3 is a genetic disorder characterized by elevated blood levels of the amino acid tyrosine, a building block of most proteins. This condition is caused by a deficiency of the enzyme 4-hydroxyphenylpyruvate dioxygenase, one of the enzymes required for the multi-step process that breaks down tyrosine. This enzyme shortage is caused by mutations in the HPD gene. Characteristic features include intellectual disability, seizures, and periodic loss of balance and coordination (intermittent ataxia). Tyrosinemia type 3 is inherited in an autosomal recessive manner.","Tyrosinemia, also known as fumarylacetoacetate hydrolase deficiency or HAH-deficiency, results in an excess level of ammonia and other toxic substances called phenylalanine and its derivative molecules that build up within liver cells because they cannot be broken down normally due to lack of enough of certain enzymes needed by this process. Signs and symptoms may include failure to thrive; hepatosplenomegaly with jaundice at birth when first fed protein containing foods such as breast milk or cow's milk formula; cirrhosis which can lead to portal hypertension causing bleeding into esophagus veins resulting in vomiting blood and/or nosebleeds caused by increased pressure inside vessels leading out of heart and through legs; kidney disease often occurring before",0.006907835027682043,0.24630541871921183,0.02985074626865672,0.12807881773399013
What causes Yellow nail syndrome ?,"Has a genetic cause of familial yellow nail syndrome been discovered? The exact cause of yellow nail syndrome remains unclear.  There have been reports of several members in the same family being affected with this condition and also reports of children being affected at young ages.  These reports have been used to suggest the possibility a genetic component to yellow nail syndrome.  However, the possibility of a genetic cause for yellow nail syndrome remains a subject of debate, as most cases of this condition occur by chance in individuals who do not have a family history of this condition.  Unfortunately, because there are so few cases of familial yellow nail syndrome, there is limited information and currently no known research about possible genetic causes.","Is there any known cause or risk factors associated with yellow nail syndrome? The exact underlying genetic and environmental causes leading up to, including triggering events that may contribute toward onset in some people is currently unknown. There does not appear to be an association between exposure to dusts at work environments such as grain farming & processing mills; wood working establishments; asbestos handling sites etc., and development of this condition. No specific gene(s) has been identified thus far but it appears likely that several genes which play roles in different areas of immune system function could potentially have involvement. This includes both innate immunity mechanisms (such as natural killer cells), adaptive immunity responses (T lymphocytes, B lymphocytes); plus regulatory systems controlling these functions (cytokines, interferons,",0.041614975756520484,0.27999999999999997,0.04032258064516129,0.136
What are the genetic changes related to triple A syndrome ?,"Mutations in the AAAS gene cause triple A syndrome. This gene provides instructions for making a protein called ALADIN whose function is not well understood. Within cells, ALADIN is found in the nuclear envelope, the structure that surrounds the nucleus and separates it from the rest of the cell. Based on its location, ALADIN is thought to be involved in the movement of molecules into and out of the nucleus.  Mutations in the AAAS gene change the structure of ALADIN in different ways; however, almost all mutations prevent this protein from reaching its proper location in the nuclear envelope. The absence of ALADIN in the nuclear envelope likely disrupts the movement of molecules across this membrane. Researchers suspect that DNA repair proteins may be unable to enter the nucleus if ALADIN is missing from the nuclear envelope. DNA damage that is not repaired can cause the cell to become unstable and lead to cell death. Although the nervous system is particularly vulnerable to DNA damage, it remains unknown exactly how mutations in the AAAS gene lead to the signs and symptoms of triple A syndrome.  Some individuals with triple A syndrome do not have an identified mutation in the AAAS gene. The genetic cause of the disorder is unknown in these individuals.","Mutations in one gene, called ARFGEF2, have been found in all individuals with at least some features of triple A syndrome and their relatives who also exhibit signs or symptoms consistent with this disorder.  The protein produced from the ARFGEF2 gene is involved in signaling pathways that control cell movement during embryonic development as well as certain aspects of immune system function after birth. Mutations involving single building blocks within DNA change only small portions of the resulting proteins; these mutations alter how normal cells use different molecules such as fatty acids and cholesterol. Researchers believe that altered levels of specific fats may interfere with various functions throughout fetal growth before birth but do not know exactly what effect they might ultimately cause. It remains unclear why other people affected by",0.02484132838736278,0.3440233236151603,0.06451612903225805,0.1574344023323615
How many people are affected by X-linked juvenile retinoschisis ?,"The prevalence of X-linked juvenile retinoschisis is estimated to be 1 in 5,000 to 25,000 men worldwide.","The prevalence is unknown, but it appears that this disorder affects 1 in every 25,000 males worldwide. Only about one-third of individuals with an eye condition called lattice corneal dystrophy have been diagnosed as having xJRS; some researchers believe there may be more undiagnosed cases among women and men who do not experience vision loss or other symptoms associated with xJRS.",0.01193773935968301,0.2650602409638554,0.07407407407407407,0.19277108433734938
How to diagnose Fatal familial insomnia ?,"Is genetic testing available for fatal familial insomnia? Yes, genetic testing is available for PRNP, the gene known to cause fatal familial insomnia (FFI). Carrier testing for at-risk relatives and prenatal testing are possible if the disease-causing mutation in the family is known. The Genetic Testing Registry (GTR) is a centralized online resource for information about genetic tests. The intended audience for the GTR is health care providers and researchers. Patients and consumers with specific questions about a genetic test should contact a health care provider or a genetics professional. How is fatal familial insomnia diagnosed? A diagnosis of genetic prion disease is typically made based on a combination of the following: Various, adult-onset neurologic signs and symptoms Neuropathologic findings (diagnosis made by examining cells and tissues of the brain under a microscope) A family history consistent with autosomal dominant inheritance PRNP disease-causing mutation The PRNP gene is the only gene in which changes (mutations) are known to cause genetic prion diseases, including fatal familial insomnia. Finding a mutation in this gene is necessary to confirm a diagnosis in a person with symptoms. Testing of the PRNP gene may not detect all disease-causing mutations, so if a mutation is not found, a person may still have the disease. Other studies such as EEG, brain imaging, or examining cerebrospinal fluid may be helpful in supporting a diagnosis, but none of these can diagnose a genetic prion disease on its own.","Is genetic testing available for fatal familial insomnia? Yes, clinical laboratories have been offering direct-to-consumer tests that look at one or more genes known be associated with this condition in people who do not show symptoms but may carry them as asymptomatic carriers: http://www.myriad.com/diagnostics/familyhistory-tests.php More detailed family history and pedigree analysis is needed before determining whether another affected person should also consider these carrier blood test options. Please speak with your health care provider if you would like further assistance understanding how much risk there might actually exist within your specific situation. Carrier Testing Genetic Testing Resources  For additional resources regarding FFI gene mutations click here. The GeneTests Web site lists laboratory services where DNA sequencing can be done through an arrangement called referral",0.04589362605637455,0.286472148541114,0.07999999999999999,0.14854111405835543
What are the symptoms of Fibromuscular dysplasia ?,"What are the signs and symptoms of Fibromuscular dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Fibromuscular dysplasia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aortic dissection - Arterial fibromuscular dysplasia - Autosomal dominant inheritance - Intermittent claudication - Myocardial infarction - Renovascular hypertension - Stroke - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","Is fibromuscular dysplasia inherited? Most cases of FMD do not have an apparent genetic cause, but they can sometimes run in families or occur with other syndromes that may be due to mutations in genes passed down through generations by autosomal dominant inheritance. When caused by such conditions as CADASIL and Binswanger's disease, it is thought to follow an autosomal dominant pattern; when associated with Alport syndrome or Ehlers-Danlos syndrome type IV, it follows an X-linked recessive pattern. In rare instances, however, specific gene changes causing familial forms of this condition has been identified. The following list includes some of these examples: 1) ADAMTS13 deficiency - This enzyme normally prevents clots forming",0.008131930152794247,0.24362606232294617,0.045584045584045586,0.10198300283286119
what research (or clinical trials) is being done for Swallowing Disorders ?,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to dysphagia in their clinics and laboratories and support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat dysphagia.,"The National Institute on Deafness and Other Communication Disorders (NIDCD), part of the National Institutes of Health, conducts basic science studies in its laboratories at NINDS' Bethesda headquarters as well as with grantees throughout the country.
                
Studies designed to identify factors that may increase or decrease an individual's risk for swallowing disorders will be important because they can lead researchers toward new ways to prevent these conditions. Studies aimed at improving our understanding of how we swallow could help scientists develop better treatments and more effective rehabilitation methods for individuals who have experienced strokes or other brain injuries leading to dysphagia.  See ""How Is Dysphagia Diagnosed?"" for additional details about diagnosis.",0.06475984447308696,0.3878787878787879,0.13496932515337423,0.23030303030303031
What is (are) isolated Pierre Robin sequence ?,"Pierre Robin sequence is a set of abnormalities affecting the head and face, consisting of a small lower jaw (micrognathia), a tongue that is placed further back than normal (glossoptosis), and an opening in the roof of the mouth (a cleft palate). This condition is described as a ""sequence"" because one of its features, an underdeveloped lower jaw (mandible), sets off a sequence of events before birth that cause the other signs and symptoms. Specifically, having an abnormally small jaw affects placement of the tongue and formation of the palate, leading to glossoptosis and cleft palate.  The combination of features characteristic of Pierre Robin sequence can lead to difficulty breathing and problems eating early in life. As a result, some affected babies have an inability to grow and gain weight at the expected rate (failure to thrive). In some children with Pierre Robin sequence, growth of the mandible catches up, and these individuals have normal-sized chins.  Some people have Pierre Robin sequence as part of a syndrome that affects other organs and tissues in the body, such as campomelic dysplasia or Stickler syndrome. These instances are described as syndromic. When Pierre Robin sequence occurs by itself, it is described as nonsyndromic or isolated. Approximately 20 to 40 percent of cases of Pierre Robin sequence are isolated.","Isolated Pierre Robin syndrome, also known as type 1 or classic RP, describes an infant who has micrognathia and cleft palate with no other major congenital anomalies present at birth.[REF] Some infants may have additional symptoms including stridor; laryngomalacia in which there is airway collapse during inspiration causing noisy breathing sounds that worsen when lying down; glossoptosis where tongue protrusion causes difficulty feeding due to obstruction by the lower jaw's abnormal position relative to it; severe obstructive sleep apnea caused by small airways leading to frequent pauses in breath-taking while asleep because oxygen levels drop below normal limits; tracheoesophageal fistula between esophagus and windpipe resulting in vomiting after meals; hearing loss typically associated with ear infections;",0.006648913652354937,0.26785714285714285,0.029940119760479042,0.11309523809523808
What causes Oculopharyngeal muscular dystrophy ?,"What causes oculopharyngeal muscular dystrophy? Oculopharyngeal muscular dystrophy (OPMD) is caused by mutations in the PABPN1 gene. The PABPN1 gene provides instructions for making a protein that is active (expressed) throughout the body. In cells, the PABPN1 protein plays an important role in processing molecules called messenger RNAs (mRNAs), which serve as genetic blueprints for making proteins. The protein acts to protect the mRNA from being broken down and allows it to move within the cell. Mutations in the PABPN1 gene that cause OPMD result in a PABPN1 protein that forms clumps within muscle cells, and hence they cannot be broken down. These clumps are thought to impair the normal function of muscle cells and eventually cause cells to die. The progressive loss of muscle cells most likely causes the muscle weakness seen in people with OPMD. It is not known why abnormal PABPN1 proteins seem to affect muscle cells in only certain parts of the body.","What is known about genetic changes related to oculopharyngeal myotonic dystrophy? The disease-causing gene, PABPN1, has been identified in people with all types of OPMD and it appears that mutations lead to an abnormally long stretch of RNA which ""sticks around"" or becomes transcribed repeatedly over time. This mutant RNA interferes with normal muscle function leading ultimately to progressive weakness. It remains unclear why only some individuals carrying these mutated genes develop symptoms but researchers hope further study will help identify additional factors involved in determining who gets this condition.  Please note: If you have any questions regarding genetics including inheritance patterns please call our Genetics Help Center at 800-999-GENE-TALK (3943625) during",0.010830148464152067,0.3003663003663004,0.014760147601476016,0.13919413919413917
What is (are) Nutrition for Advanced Chronic Kidney Disease in Adults ?,"The NIDDK Nutrition for Chronic Kidney Disease Series includes three fact sheets:
                
- Nutrition for Early Chronic Kidney Disease in Adults  - Nutrition for Advanced Chronic Kidney Disease in Adults  - Nutrition for Chronic Kidney Disease in Children","- A persons nutritional needs may be greater than normal when kidney function declines, but they also can become lower as more waste products build up and fewer nutrients enter tissues through metabolism.  - When kidneys fail, people often lose appetite because their bodies sense that not enough food has been eaten or there have been too many calories consumed recently. They then eat less until eating again stimulates hunger signals. In addition, some foods such as those high in protein or sodium make it difficult to digest; these should therefore only be included sparingly if at all in an ADPKD diet. People with CKD who consume alcohol regularly need to reduce how much they drink since excessive drinking increases blood pressure and decreases bone density.  - The goals of nutrition care include preventing mal",0.002161519364946383,0.10778443113772453,0.0,0.0718562874251497
Who is at risk for Acinetobacter in Healthcare Settings? ?,"Acinetobacter poses very little risk to healthy people. However, people who have weakened immune systems, chronic lung disease, or diabetes may be more susceptible to infections with Acinetobacter. Hospitalized patients, especially very ill patients on a ventilator, those with a prolonged hospital stay, those who have open wounds, or any person with invasive devices like urinary catheters are also at greater risk for Acinetobacter infection. Acinetobacter can be spread to susceptible persons by person-to-person contact or contact with contaminated surfaces.","Acinetobacter has been found worldwide and occurs most frequently among people with chronic lung disease, such as those who have cystic fibrosis or COPD; patients undergoing hemodialysis; individuals receiving long-term care, including intensive-care unit stays; persons living in nursing homes; military personnel deployed overseas; burn victims; infants exposed via contact during birth procedures; children treated by invasive respiratory therapies; immunocompromised hosts; and adults admitted following hospitalization.
                
The number one source of infection appears to be health care workers themselves because they can contaminate their hands after direct patient interaction without proper hand hygiene and then touch another person while wearing gloves that do not cover all surfaces of their fingers. This type of transmission usually involves wounds created through insertional devices used when",0.0333546568291983,0.2608695652173913,0.03902439024390244,0.14492753623188406
What is (are) Leukemia ?,"Chemotherapy is a cancer treatment that uses drugs to kill cancer cells. This is the most common treatment for most types of leukemia. Chemotherapy may be taken by mouth in pill form, by injection directly into a vein, or through a catheter. If leukemia cells are found in the fluid around the brain or spinal cord, the doctor may inject drugs directly into the fluid to ensure that the drugs reach the leukemia cells in the brain.","Leukemia is cancer that starts in blood-forming tissue such as your bone marrow, where you produce white blood cells and platelets. Leukemia causes abnormal white blood cell production; either too few healthy ones or an excess number of these dysfunctional leukemia cells. This uncontrolled growth prevents red blood cells and other types of normal blood cells from being produced normally.
                
There are several different kinds of leukemia:
                
- Acute lymphocytic leukemia (ALL), which affects children more often than adults  - Chronic lymphocytic leukemia (CLL); this type usually occurs only in older people  - Acute myeloid leukemia (AML)
                
All leukemias can affect both males and females equally. The exact cause isn't known. Anything that increases risk happens",0.014299387925582392,0.20833333333333334,0.042105263157894736,0.125
What is (are) Sepsis ?,"Sepsis is a serious illness. It happens when your body has an overwhelming immune response to a bacterial infection. The chemicals released into the blood to fight the infection trigger widespread inflammation. This leads to blood clots and leaky blood vessels. They cause poor blood flow, which deprives your body's organs of nutrients and oxygen. In severe cases, one or more organs fail. In the worst cases, blood pressure drops and the heart weakens, leading to septic shock.    Anyone can get sepsis, but the risk is higher in       - People with weakened immune systems    - Infants and children    - The elderly    - People with chronic illnesses, such as diabetes, AIDS, cancer, and kidney or liver disease    - People suffering from a severe burn or physical trauma       Common symptoms of sepsis are fever, chills, rapid breathing and heart rate, rash, confusion, and disorientation. Doctors diagnose sepsis using a blood test to see if the number of white blood cells is abnormal. They also do lab tests that check for signs of infection.    People with sepsis are usually treated in hospital intensive care units. Doctors try to treat the infection, sustain the vital organs, and prevent a drop in blood pressure. Many patients receive oxygen and intravenous fluids. Other types of treatment, such as respirators or kidney dialysis, may be necessary. Sometimes, surgery is needed to clear up an infection.    NIH: National Institute of General Medical Sciences","Sepsis occurs when your immune system overreacts to an infection and injures your own tissues and organs. If not treated promptly, sepsis can lead to septic shock -- which may result in organ failure and death.     Signs or symptoms include       - Fever    - Pain or discomfort at the site where you got infected    - Shaking chills    - Feeling very tired    - Skin that looks pale, hot and sweaty    - Body aches or pains     - Shortness of breath    - Dizziness or fainting        Anyone with any signs or symptoms should see their doctor right away if they think they've been exposed to bacteria. Treatment includes antibiotics and fluids intravenously through vein needles. You might also need help supporting other functions such as breathing and blood circulation",0.006550140951581683,0.3342939481268012,0.0463768115942029,0.17291066282420747
What are the treatments for eosinophil peroxidase deficiency ?,These resources address the diagnosis or management of eosinophil peroxidase deficiency:  - Genetic Testing Registry: Eosinophil peroxidase deficiency  - Tulane University Eosinophilic Disorder Center   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,"These resources address the diagnosis or management of eosinophil peroxidase deficiency:  - Genetic Testing Registry: Eosinophilic granulomatosis with polyangiitis, familial   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",0.8175032772277282,0.8817204301075269,0.8571428571428571,0.8817204301075269
What are the symptoms of Achromatopsia 3 ?,"What are the signs and symptoms of Achromatopsia 3? The Human Phenotype Ontology provides the following list of signs and symptoms for Achromatopsia 3. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Achromatopsia - Autosomal recessive inheritance - Cataract - Dyschromatopsia - Horizontal pendular nystagmus - Monochromacy - Photophobia - Severe Myopia - Severe visual impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Achromatopsia type III? The Human Phenotype Ontology provides the following list of signs and symptoms for Achromatopsia, type III. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Chorioretinal coloboma - Complete absence of cone photoreceptors - Increased retinal pigmentation - Nystagmus - Recurrent corneal erosions - Reduced visual acuity - Visual impairment - The Human Phenotype Ontology (HPO) has collected",0.19659011031884135,0.4764705882352942,0.4378698224852071,0.47058823529411764
What is (are) Inguinal Hernia ?,"An inguinal hernia happens when contents of the abdomenusually fat or part of the small intestinebulge through a weak area in the lower abdominal wall. The abdomen is the area between the chest and the hips. The area of the lower abdominal wall is also called the inguinal or groin region.
                
Two types of inguinal hernias are
                
- indirect inguinal hernias, which are caused by a defect in the abdominal wall that is congenital, or present at birth  - direct inguinal hernias, which usually occur only in male adults and are caused by a weakness in the muscles of the abdominal wall that develops over time
                
Inguinal hernias occur at the inguinal canal in the groin region.","The inguinal canal runs through tissue in front of and below the groin muscles, leading out into an area called the scrotum or labium majusthe outer folds between your legsthat house male testesor female ovaries. An inguinal hernia happens when part of abdominal muscle tissue pushes down on this opening because it has become weak at that spot. The protruding stomach contents can then move back up toward where they came froma condition known as strangulationwhich causes severe pain.    Most people with inguinal hernias don't have symptoms until they're older than 40 years old. They may notice one side feels more tender if you cough hard enough. When caught early before complications occur, inguinal hernias usually require",0.0636226762886167,0.3076923076923077,0.09482758620689656,0.15384615384615385
What is (are) hereditary fructose intolerance ?,"Hereditary fructose intolerance is a condition that affects a person's ability to digest the sugar fructose. Fructose is a simple sugar found primarily in fruits. Affected individuals develop signs and symptoms of the disorder in infancy when fruits, juices, or other foods containing fructose are introduced into the diet. After ingesting fructose, individuals with hereditary fructose intolerance may experience nausea, bloating, abdominal pain, diarrhea, vomiting, and low blood sugar (hypoglycemia). Affected infants may fail to grow and gain weight at the expected rate (failure to thrive).  Repeated ingestion of fructose-containing foods can lead to liver and kidney damage. The liver damage can result in a yellowing of the skin and whites of the eyes (jaundice), an enlarged liver (hepatomegaly), and chronic liver disease (cirrhosis). Continued exposure to fructose may result in seizures, coma, and ultimately death from liver and kidney failure. Due to the severity of symptoms experienced when fructose is ingested, most people with hereditary fructose intolerance develop a dislike for fruits, juices, and other foods containing fructose.  Hereditary fructose intolerance should not be confused with a condition called fructose malabsorption. In people with fructose malabsorption, the cells of the intestine cannot absorb fructose normally, leading to bloating, diarrhea or constipation, flatulence, and stomach pain. Fructose malabsorption is thought to affect approximately 40 percent of individuals in the Western hemisphere; its cause is unknown.","Hereditary fructose intolerance results in an inability properly break down certain sugars called fructose and related compounds, which can be found naturally occurring fruits such as apples or pears; they may also occur when processed foods containing high-fructose corn syrup have been used instead of sugar.  If these substances enter the bloodstream through food ingestion without proper processing by enzymes that normally aid digestion, severe symptoms resulting from excessive amounts accumulate inside liver cells include nausea, abdominal pain, vomiting, diarrhea, jaundice, low blood pressure with shock-like episodes after eating any amount even small quantities of fruit juice, and shortness of breath due to respiratory distress during sleep caused by repeated episodes of apnea beginning within hours following feeding infants who were born prematurely and whose mothers had this disorder",0.022916409447268013,0.31843575418994413,0.05617977528089888,0.1452513966480447
What is (are) Muenke syndrome ?,"Muenke syndrome is a condition characterized by the premature closure of certain bones of the skull (craniosynostosis) during development, which affects the shape of the head and face.  Many people with this disorder have a premature fusion of skull bones along the coronal suture, the growth line which goes over the head from ear to ear. Other parts of the skull may be malformed as well. These changes can result in an abnormally shaped head, wide-set eyes, and flattened cheekbones. About 5 percent of affected individuals have an enlarged head (macrocephaly). People with Muenke syndrome may also have mild abnormalities of the hands or feet, and hearing loss has been observed in some cases. Most people with this condition have normal intellect, but developmental delay and learning disabilities are possible.  The signs and symptoms of Muenke syndrome vary among affected people, and some findings overlap with those seen in other craniosynostosis syndromes. Between 6 percent and 7 percent of people with the gene mutation associated with Muenke syndrome do not have any of the characteristic features of the disorder.","Muenke syndrome, which affects craniofacial development and causes premature fusion of certain skull bones in newborns or infants, belongs to a group known as FGFR-related disorders that affect bone growth throughout life. This condition occurs when there is abnormal activity involving genes called fibroblast growth factor receptor 1-3 (FGFR1 through FGF4), particularly with mutations associated with type I alleles at this gene locus; however, it can also be caused by genetic changes elsewhere along these pathways. The signs and symptoms include midface hypoplasia, an underdeveloped maxillae (""underbites""), large ears, short stature due to shortened long bones around joints such as knees and elbows, distinctive facial features including widely spaced eyes,",0.042525692908108155,0.3287671232876712,0.08275862068965519,0.1506849315068493
What are the treatments for Narcolepsy ?,"How might narcolepsy be treated? There is currently no cure for narcolepsy, but some of the symptoms can be managed with medications and lifestyle changes. Most affected people improve if they maintain a regular sleep schedule, usually 7.5 to 8 hours of sleep per night. Scheduled naps during the day also may help. Other measures that may help include participating in an exercise program; receiving emotional support and career or vocational counseling; and avoiding high-risk behaviors such as alcohol and drug use, which may make symptoms worse. Common-sense measures should be taken to enhance sleep quality (such as avoiding heavy meals before bed time). Treatment with medications involves the use of central nervous system (CNS) stimulants. These medications help reduce daytime sleepiness and improve this symptom in 65-85% of affected people. Two types of antidepressant drugs (tricyclics, and selective serotonin and noradrenergic reuptake inhibitors) are effective in controlling cataplexy in many people. Sodium oxybate (a strong sedative taken during the night) may also be used to treat narcolepsy. You can view detailed information about the treatment of narcolepsy on Medscape's Web site.","How might narcolepsy be treated? There is no cure or treatment that will completely eliminate all symptoms, but there may exist several effective ways in which people with this condition can reduce its impact and improve their quality of life. The most commonly used medications include stimulants such as amphetamines and modafinil; sodium oxybate and selective serotonin reuptake inhibitors (SSRIs) like fluoxetine also have shown some promise in treating cataplexy associated with narcolepsy. Stimulant drugs help increase wakefulness during daytime hours while SSRIs appear more useful at controlling episodes of muscle weakness triggered by emotions called cataplexy. For further details about medication therapy please click here. Click here for additional resources related to behavioral therapies. Please",0.05828067428594551,0.429042904290429,0.08637873754152824,0.19801980198019803
What is (are) alpha-methylacyl-CoA racemase deficiency ?,"Alpha-methylacyl-CoA racemase (AMACR) deficiency is a disorder that causes a variety of neurological problems that begin in adulthood and slowly get worse. People with AMACR deficiency may have a gradual loss in intellectual functioning (cognitive decline), seizures, and migraines. They may also have acute episodes of brain dysfunction (encephalopathy) similar to stroke, involving altered consciousness and areas of damage (lesions) in the brain. Other features of AMACR deficiency may include weakness and loss of sensation in the limbs due to nerve damage (sensorimotor neuropathy), muscle stiffness (spasticity), and difficulty coordinating movements (ataxia). Vision problems caused by deterioration of the light-sensitive layer at the back of the eye (the retina) can also occur in this disorder.","Alpha-methylacyl-CoA racemase deficiency, also known as MERRF syndrome or myofibrillar myopathy with ragged-red fibers and mitochondrial DNA mutation, causes muscle weakness that usually begins in childhood but can begin at any age up to adulthood. Muscle problems associated with this condition include exercise intolerance; progressive difficulty walking due to pain caused by changes such as thinning and splitting of muscles used for movement (atrophy); involuntary jerking movements called myoclonus; abnormal eye movements resulting in vision impairment (nystagmus), hearing loss, numbness around areas supplied by nerves entering the spine (radiculopathy), weakening of skeletal muscles surrounding joints leading to joint deformities (contractures), respiratory failure beginning before 40",0.009262643350904388,0.3274336283185841,0.05357142857142857,0.17699115044247785
